component_id,source,original,original_unit,meters,method,uncertainty_m,source_recorded_uncertainty_m,survey_absolute_accuracy_m,nominal_target_review,model_m,difference_m,evidence,numeric_result,standard_result,tolerance_m,source_precision_exceeds_tolerance,building,feature_category,scene_sha256,mesh_selector_evidence,notes
MAIN_LEVEL_2,HABS PA-5346 sheet 10,9 ft 4 in,feet/inches,2.8448,Actual evaluated finished terrace top Z difference. Both finish elevations are remeasured; no assumed cancellation of historic finish thicknesses.,,0.025,,qa/dimension-precision07-review.json,2.8448000699281693,6.99281690330622e-08,A label; Independently verified nominal target: VERIFIED_RELATIVE_FINISHED_TERRACE_DATUMS,PASS,PASS,0.02,,MAIN,elevation,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""MAIN_L1_TERRACE_W_finish"",""axis"":""Z"",""side"":""max"",""coordinate_m"":0.02199999988079071,""point_m"":[-4.611199855804443,0.10620000213384628,0.02199999988079071],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""MAIN_L1_TERRACE_W_finish""]},{""object"":""MAIN_L2_TERRACE_S_finish"",""axis"":""Z"",""side"":""max"",""coordinate_m"":2.86680006980896,""point_m"":[-0.2619999945163727,-1.9646999835968018,2.86680006980896],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""MAIN_L2_TERRACE_S_finish""]}]",Verified nominal drawing-target comparison; absolute survey accuracy UNKNOWN.
MAIN_LEVEL_3,HABS PA-5346 sheet 10,17 ft 3.25 in,feet/inches,5.264150000000001,Actual slab top Z difference from actual main terrace datum slab; no finish thickness substituted.,0.025,0.025,,,5.264150142669678,1.426696769613045e-07,"A label; C source-to-mesh correspondence, unless noted",PASS,PASS,0.026320750000000004,False,MAIN,elevation,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""MAIN_L1_TERRACE_W_slab"",""axis"":""Z"",""side"":""max"",""coordinate_m"":0.0,""point_m"":[-4.611199855804443,0.10620000213384628,0.0],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""MAIN_L1_TERRACE_W_slab""]},{""object"":""MAIN_L3_TERRACE_slab"",""axis"":""Z"",""side"":""max"",""coordinate_m"":5.264150142669678,""point_m"":[0.3668000102043152,8.549099922180176,5.264150142669678],""evaluated_vertex_ids"":[10,11,12,13,14,15,16,17,18,19],""representative_vertex_id"":10,""selected_objects"":[""MAIN_L3_TERRACE_slab""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
MAIN_ROOF_EAST,HABS PA-5346 sheet 10,24 ft 7.375 in,feet/inches,7.502525000000001,Actual slab top Z difference from actual main terrace datum slab; no finish thickness substituted.,0.035,0.035,,,7.5025248527526855,-1.4724731567383742e-07,"A label; C source-to-mesh correspondence, unless noted",PASS,PASS,0.03751262500000001,False,MAIN,elevation,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""MAIN_L1_TERRACE_W_slab"",""axis"":""Z"",""side"":""max"",""coordinate_m"":0.0,""point_m"":[-4.611199855804443,0.10620000213384628,0.0],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""MAIN_L1_TERRACE_W_slab""]},{""object"":""MAIN_L3_gallery_roof"",""axis"":""Z"",""side"":""max"",""coordinate_m"":7.5025248527526855,""point_m"":[0.3160560131072998,13.489300727844238,7.5025248527526855],""evaluated_vertex_ids"":[154,173,192,211,230,249,268,286],""representative_vertex_id"":154,""selected_objects"":[""MAIN_L3_gallery_roof""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
MAIN_ROOF_WEST,HABS PA-5346 sheet 10,24 ft 11.75 in,feet/inches,7.613650000000001,Actual slab top Z difference from actual main terrace datum slab; no finish thickness substituted.,0.035,0.035,,,7.613649845123291,-1.548767096792858e-07,"A label; C source-to-mesh correspondence, unless noted",PASS,PASS,0.038068250000000005,False,MAIN,elevation,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""MAIN_L1_TERRACE_W_slab"",""axis"":""Z"",""side"":""max"",""coordinate_m"":0.0,""point_m"":[-4.611199855804443,0.10620000213384628,0.0],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""MAIN_L1_TERRACE_W_slab""]},{""object"":""MAIN_L3_study_roof"",""axis"":""Z"",""side"":""max"",""coordinate_m"":7.613649845123291,""point_m"":[-4.451400279998779,10.940500259399414,7.613649845123291],""evaluated_vertex_ids"":[78,97,116,134],""representative_vertex_id"":78,""selected_objects"":[""MAIN_L3_study_roof""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
GUEST_THEATER_LENGTH,HABS PA-5346-A sheet 1 original TIFF,27 ft 9 in,feet/inches,8.4582,NOT_RUN,0.0254,0.0254,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.042291,False,GUEST,plan_span,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,[],"NOT_RUN: Nominal27′9×19′5 is printed inside a skew, recessed theater. Neither dimension is drawn with explicit endpoints; true door recess and nonparallel walls make world-axis extent an invalid substitute. Full-scene presence alone does not establish source endpoint identity."
GUEST_THEATER_DEPTH,HABS PA-5346-A sheet 1 original TIFF,19 ft 5 in,feet/inches,5.9182,NOT_RUN,0.0254,0.0254,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.029591,False,GUEST,plan_span,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,[],NOT_RUN: Same nonrectangular theater endpoint ambiguity; no independent source principal-axis endpoint correspondence has been established. Full-scene presence alone does not establish source endpoint identity.
GUEST_POOL_LENGTH,HABS PA-5346-A sheet 1 original TIFF,30 ft 1 in,feet/inches,9.1694,Opposed rays to actual pool inner shell faces below water skin. Pool is not counted as a building door/window opening.,0.0254,0.0254,,,9.16939926147461,-7.38525390175937e-07,A label; A clear inner-shell correspondence to printed pool dimensions,PASS,PASS,0.045847,False,GUEST,pool,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""GUEST_POOL_shell_17"",""point_m"":[23.203140258789062,34.964839935302734,8.399999618530273],""normal"":[1.0,-4.6645305928905145e-07,0.0],""evaluated_face_index"":4,""evaluated_face_vertex_ids"":[7,5,2,3,11,10],""ray_origin_m"":[27.787839889526367,34.964839935302734,8.399999618530273],""ray_direction"":[-1,0,0],""ray_distance_m"":4.584699630737305,""selected_objects"":[""GUEST_POOL_shell_00"",""GUEST_POOL_shell_01"",""GUEST_POOL_shell_02"",""GUEST_POOL_shell_03"",""GUEST_POOL_shell_04"",""GUEST_POOL_shell_05"",""GUEST_POOL_shell_06"",""GUEST_POOL_shell_07"",""GUEST_POOL_shell_08"",""GUEST_POOL_shell_09"",""GUEST_POOL_shell_10"",""GUEST_POOL_shell_11"",""GUEST_POOL_shell_12"",""GUEST_POOL_shell_13"",""GUEST_POOL_shell_14"",""GUEST_POOL_shell_15"",""GUEST_POOL_shell_16"",""GUEST_POOL_shell_17"",""GUEST_POOL_shell_18"",""GUEST_POOL_shell_19"",""GUEST_POOL_shell_20"",""GUEST_POOL_shell_21"",""GUEST_POOL_shell_22"",""GUEST_POOL_shell_23"",""GUEST_POOL_shell_24"",""GUEST_POOL_shell_25"",""GUEST_POOL_shell_26"",""GUEST_POOL_shell_27"",""GUEST_POOL_shell_28"",""GUEST_POOL_shell_29"",""GUEST_POOL_shell_30"",""GUEST_POOL_shell_31"",""GUEST_POOL_shell_32"",""GUEST_POOL_shell_33"",""GUEST_POOL_shell_34"",""GUEST_POOL_shell_35""]},{""object"":""GUEST_POOL_shell_35"",""point_m"":[32.37253952026367,34.964839935302734,8.399999618530273],""normal"":[-1.0,0.0,0.0],""evaluated_face_index"":4,""evaluated_face_vertex_ids"":[2,3,7,6],""ray_origin_m"":[27.787839889526367,34.964839935302734,8.399999618530273],""ray_direction"":[1,0,0],""ray_distance_m"":4.584699630737305,""selected_objects"":[""GUEST_POOL_shell_00"",""GUEST_POOL_shell_01"",""GUEST_POOL_shell_02"",""GUEST_POOL_shell_03"",""GUEST_POOL_shell_04"",""GUEST_POOL_shell_05"",""GUEST_POOL_shell_06"",""GUEST_POOL_shell_07"",""GUEST_POOL_shell_08"",""GUEST_POOL_shell_09"",""GUEST_POOL_shell_10"",""GUEST_POOL_shell_11"",""GUEST_POOL_shell_12"",""GUEST_POOL_shell_13"",""GUEST_POOL_shell_14"",""GUEST_POOL_shell_15"",""GUEST_POOL_shell_16"",""GUEST_POOL_shell_17"",""GUEST_POOL_shell_18"",""GUEST_POOL_shell_19"",""GUEST_POOL_shell_20"",""GUEST_POOL_shell_21"",""GUEST_POOL_shell_22"",""GUEST_POOL_shell_23"",""GUEST_POOL_shell_24"",""GUEST_POOL_shell_25"",""GUEST_POOL_shell_26"",""GUEST_POOL_shell_27"",""GUEST_POOL_shell_28"",""GUEST_POOL_shell_29"",""GUEST_POOL_shell_30"",""GUEST_POOL_shell_31"",""GUEST_POOL_shell_32"",""GUEST_POOL_shell_33"",""GUEST_POOL_shell_34"",""GUEST_POOL_shell_35""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
GUEST_POOL_WIDTH,HABS PA-5346-A sheet 1 original TIFF,13 ft 0 in,feet/inches,3.9624,Opposed rays to actual pool inner shell faces below water skin. Pool is not counted as a building door/window opening.,,0.0254,,qa/dimension-precision07-review.json,3.96240234375,2.34374999985576e-06,A label; Independently verified nominal target: VERIFIED_OPPOSED_INNER_SHELL_FACES,PASS,PASS,0.02,,GUEST,pool,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""GUEST_POOL_shell_26"",""point_m"":[27.787839889526367,32.983638763427734,8.399999618530273],""normal"":[0.0,1.0,0.0],""evaluated_face_index"":4,""evaluated_face_vertex_ids"":[2,3,7,6],""ray_origin_m"":[27.787839889526367,34.964839935302734,8.399999618530273],""ray_direction"":[0,-1,0],""ray_distance_m"":1.981201171875,""selected_objects"":[""GUEST_POOL_shell_00"",""GUEST_POOL_shell_01"",""GUEST_POOL_shell_02"",""GUEST_POOL_shell_03"",""GUEST_POOL_shell_04"",""GUEST_POOL_shell_05"",""GUEST_POOL_shell_06"",""GUEST_POOL_shell_07"",""GUEST_POOL_shell_08"",""GUEST_POOL_shell_09"",""GUEST_POOL_shell_10"",""GUEST_POOL_shell_11"",""GUEST_POOL_shell_12"",""GUEST_POOL_shell_13"",""GUEST_POOL_shell_14"",""GUEST_POOL_shell_15"",""GUEST_POOL_shell_16"",""GUEST_POOL_shell_17"",""GUEST_POOL_shell_18"",""GUEST_POOL_shell_19"",""GUEST_POOL_shell_20"",""GUEST_POOL_shell_21"",""GUEST_POOL_shell_22"",""GUEST_POOL_shell_23"",""GUEST_POOL_shell_24"",""GUEST_POOL_shell_25"",""GUEST_POOL_shell_26"",""GUEST_POOL_shell_27"",""GUEST_POOL_shell_28"",""GUEST_POOL_shell_29"",""GUEST_POOL_shell_30"",""GUEST_POOL_shell_31"",""GUEST_POOL_shell_32"",""GUEST_POOL_shell_33"",""GUEST_POOL_shell_34"",""GUEST_POOL_shell_35""]},{""object"":""GUEST_POOL_shell_08"",""point_m"":[27.787839889526367,36.946041107177734,8.399999618530273],""normal"":[0.0,-1.0,0.0],""evaluated_face_index"":4,""evaluated_face_vertex_ids"":[12,2,4,7,9,13],""ray_origin_m"":[27.787839889526367,34.964839935302734,8.399999618530273],""ray_direction"":[0,1,0],""ray_distance_m"":1.9812012910842896,""selected_objects"":[""GUEST_POOL_shell_00"",""GUEST_POOL_shell_01"",""GUEST_POOL_shell_02"",""GUEST_POOL_shell_03"",""GUEST_POOL_shell_04"",""GUEST_POOL_shell_05"",""GUEST_POOL_shell_06"",""GUEST_POOL_shell_07"",""GUEST_POOL_shell_08"",""GUEST_POOL_shell_09"",""GUEST_POOL_shell_10"",""GUEST_POOL_shell_11"",""GUEST_POOL_shell_12"",""GUEST_POOL_shell_13"",""GUEST_POOL_shell_14"",""GUEST_POOL_shell_15"",""GUEST_POOL_shell_16"",""GUEST_POOL_shell_17"",""GUEST_POOL_shell_18"",""GUEST_POOL_shell_19"",""GUEST_POOL_shell_20"",""GUEST_POOL_shell_21"",""GUEST_POOL_shell_22"",""GUEST_POOL_shell_23"",""GUEST_POOL_shell_24"",""GUEST_POOL_shell_25"",""GUEST_POOL_shell_26"",""GUEST_POOL_shell_27"",""GUEST_POOL_shell_28"",""GUEST_POOL_shell_29"",""GUEST_POOL_shell_30"",""GUEST_POOL_shell_31"",""GUEST_POOL_shell_32"",""GUEST_POOL_shell_33"",""GUEST_POOL_shell_34"",""GUEST_POOL_shell_35""]}]",Verified nominal drawing-target comparison; absolute survey accuracy UNKNOWN.
GUEST_BOILER_DIM_1,HABS PA-5346-A sheet 1 original TIFF,4 ft 7 in,feet/inches,1.397,Opposed rays to named evaluated structural/lining faces. Drawing XY only seeds rays; ray intersections determine the measurement. Furnishings and decorative ashlar excluded.,0.0254,0.0254,,,1.3969955444335938,-4.45556640626954e-06,A label; C inferred room-label axis and finished-face interpretation from existing guest audit; not explicit surveyed extension endpoints.,PASS,SOURCE_PRECISION_LIMIT,0.02,True,GUEST,plan_span,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""GUEST_L1_BOILER_SOUTH_pier_end"",""point_m"":[4.871679782867432,41.151283264160156,8.75],""normal"":[0.0,1.0,0.0],""evaluated_face_index"":52,""evaluated_face_vertex_ids"":[14,22,51,42],""ray_origin_m"":[4.87168,41.79208,8.749999618530273],""ray_direction"":[0,-1,0],""ray_distance_m"":0.6407966017723083,""selected_objects"":[""GUEST_L1_BOILER_NORTH_pier_end"",""GUEST_L1_BOILER_SOUTH_pier_end""]},{""object"":""GUEST_L1_BOILER_NORTH_pier_end"",""point_m"":[4.871679782867432,42.54827880859375,8.75],""normal"":[0.0,-1.0,0.0],""evaluated_face_index"":50,""evaluated_face_vertex_ids"":[2,8,37,29],""ray_origin_m"":[4.87168,41.79208,8.749999618530273],""ray_direction"":[0,1,0],""ray_distance_m"":0.7561988234519958,""selected_objects"":[""GUEST_L1_BOILER_NORTH_pier_end"",""GUEST_L1_BOILER_SOUTH_pier_end""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
GUEST_BOILER_DIM_2,HABS PA-5346-A sheet 1 original TIFF,8 ft 2 in,feet/inches,2.4892,Opposed rays to named evaluated structural/lining faces. Drawing XY only seeds rays; ray intersections determine the measurement. Furnishings and decorative ashlar excluded.,0.0254,0.0254,,,2.4891998767852783,-1.232147215368684e-07,A label; C inferred room-label axis and finished-face interpretation from existing guest audit; not explicit surveyed extension endpoints.,PASS,SOURCE_PRECISION_LIMIT,0.02,True,GUEST,plan_span,489b05e403aa9d02c3568a8e3813a24235ee5b7e782df4d1f149b3ff6673e331,"[{""object"":""GUEST_L1_BOILER_WEST_pier_end"",""point_m"":[3.5625598430633545,41.2648811340332,8.75],""normal"":[1.0,0.0,0.0],""evaluated_face_index"":52,""evaluated_face_vertex_ids"":[14,22,51,42],""ray_origin_m"":[4.87168,41.264880000000005,8.749999618530273],""ray_direction"":[-1,0,0],""ray_distance_m"":1.3091199398040771,""selected_objects"":[""GUEST_L1_BOILER_EAST_pier_end"",""GUEST_L1_BOILER_WEST_door_head_0"",""GUEST_L1_BOILER_WEST_handle_0"",""GUEST_L1_BOILER_WEST_jamb_0_a"",""GUEST_L1_BOILER_WEST_jamb_0_b"",""GUEST_L1_BOILER_WEST_lintel_0"",""GUEST_L1_BOILER_WEST_open_leaf_0"",""GUEST_L1_BOILER_WEST_pier_0"",""GUEST_L1_BOILER_WEST_pier_end""]},{""object"":""GUEST_L1_BOILER_EAST_pier_end"",""point_m"":[6.051759719848633,41.2648811340332,8.75],""normal"":[-1.0,0.0,0.0],""evaluated_face_index"":50,""evaluated_face_vertex_ids"":[2,8,37,29],""ray_origin_m"":[4.87168,41.264880000000005,8.749999618530273],""ray_direction"":[1,0,0],""ray_distance_m"":1.1800800561904907,""selected_objects"":[""GUEST_L1_BOILER_EAST_pier_end"",""GUEST_L1_BOILER_WEST_door_head_0"",""GUEST_L1_BOILER_WEST_handle_0"",""GUEST_L1_BOILER_WEST_jamb_0_a"",""GUEST_L1_BOILER_WEST_jamb_0_b"",""GUEST_L1_BOILER_WEST_lintel_0"",""GUEST_L1_BOILER_WEST_open_leaf_0"",""GUEST_L1_BOILER_WEST_pier_0"",""GUEST_L1_BOILER_WEST_pier_end""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
