component_id,source,original,original_unit,meters,method,uncertainty_m,source_recorded_uncertainty_m,survey_absolute_accuracy_m,nominal_target_review,model_m,difference_m,evidence,numeric_result,standard_result,tolerance_m,source_precision_exceeds_tolerance,building,feature_category,scene_sha256,mesh_selector_evidence,notes
GUEST_BASE_BATH_LENGTH,HABS PA-5346-A sheet 1 original TIFF,6 ft 8 in,feet/inches,2.032,Opposed rays to named evaluated structural/lining faces. Drawing XY only seeds rays; ray intersections determine the measurement. Furnishings and decorative ashlar excluded.,0.0254,0.0254,,,2.0319976806640625,-2.3193359375284217e-06,A label; C inferred room-label axis and finished-face interpretation from existing guest audit; not explicit surveyed extension endpoints.,PASS,SOURCE_PRECISION_LIMIT,0.02,True,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,"[{""object"":""GUEST_B1_BASE_SOUTH_pier_0_cork_lining"",""point_m"":[-2.329040050506592,37.34444046020508,6.539999961853027],""normal"":[0.0,1.0,0.0],""evaluated_face_index"":52,""evaluated_face_vertex_ids"":[14,22,51,42],""ray_origin_m"":[-2.3290400000000004,38.259840000000004,6.539999961853027],""ray_direction"":[0,-1,0],""ray_distance_m"":0.9153977036476135,""selected_objects"":[""GUEST_B1_BASE_BATH_NORTH_pier_end"",""GUEST_B1_BASE_BATH_NORTH_pier_end_cork_lining"",""GUEST_B1_BASE_SOUTH_lintel_0"",""GUEST_B1_BASE_SOUTH_pier_0"",""GUEST_B1_BASE_SOUTH_pier_0_cork_lining"",""GUEST_B1_BASE_SOUTH_pier_end"",""GUEST_B1_BASE_SOUTH_sill_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_glass_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_glass_1"",""GUEST_B1_BASE_SOUTH_steel_window_0_glass_2"",""GUEST_B1_BASE_SOUTH_steel_window_0_head"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_1"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_2"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_3"",""GUEST_B1_BASE_SOUTH_steel_window_0_sill"",""GUEST_B1_BASE_SOUTH_steel_window_0_transom_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_transom_1"",""GUEST_B1_BASE_SOUTH_steel_window_0_transom_2""]},{""object"":""GUEST_B1_BASE_BATH_NORTH_pier_end_cork_lining"",""point_m"":[-2.329040050506592,39.37643814086914,6.539999961853027],""normal"":[0.0,-1.0,0.0],""evaluated_face_index"":50,""evaluated_face_vertex_ids"":[2,8,37,29],""ray_origin_m"":[-2.3290400000000004,38.259840000000004,6.539999961853027],""ray_direction"":[0,1,0],""ray_distance_m"":1.1166001558303833,""selected_objects"":[""GUEST_B1_BASE_BATH_NORTH_pier_end"",""GUEST_B1_BASE_BATH_NORTH_pier_end_cork_lining"",""GUEST_B1_BASE_SOUTH_lintel_0"",""GUEST_B1_BASE_SOUTH_pier_0"",""GUEST_B1_BASE_SOUTH_pier_0_cork_lining"",""GUEST_B1_BASE_SOUTH_pier_end"",""GUEST_B1_BASE_SOUTH_sill_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_glass_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_glass_1"",""GUEST_B1_BASE_SOUTH_steel_window_0_glass_2"",""GUEST_B1_BASE_SOUTH_steel_window_0_head"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_1"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_2"",""GUEST_B1_BASE_SOUTH_steel_window_0_mullion_3"",""GUEST_B1_BASE_SOUTH_steel_window_0_sill"",""GUEST_B1_BASE_SOUTH_steel_window_0_transom_0"",""GUEST_B1_BASE_SOUTH_steel_window_0_transom_1"",""GUEST_B1_BASE_SOUTH_steel_window_0_transom_2""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
GUEST_BASE_BATH_WIDTH,HABS PA-5346-A sheet 1 original TIFF,5 ft 1 in,feet/inches,1.5494,Opposed rays to named evaluated structural/lining faces. Drawing XY only seeds rays; ray intersections determine the measurement. Furnishings and decorative ashlar excluded.,0.0254,0.0254,,,1.5493998527526855,-1.472473145636144e-07,A label; C inferred room-label axis and finished-face interpretation from existing guest audit; not explicit surveyed extension endpoints.,PASS,SOURCE_PRECISION_LIMIT,0.02,True,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,"[{""object"":""GUEST_B1_BASE_BATH_WEST_pier_end_cork_lining"",""point_m"":[-3.447199821472168,38.0489616394043,6.539999961853027],""normal"":[1.0,0.0,0.0],""evaluated_face_index"":52,""evaluated_face_vertex_ids"":[14,22,51,42],""ray_origin_m"":[-2.3290400000000004,38.04896,6.539999961853027],""ray_direction"":[-1,0,0],""ray_distance_m"":1.1181598901748657,""selected_objects"":[""GUEST_B1_BASE_BATH_EAST_door_head_0"",""GUEST_B1_BASE_BATH_EAST_handle_0"",""GUEST_B1_BASE_BATH_EAST_jamb_0_a"",""GUEST_B1_BASE_BATH_EAST_jamb_0_b"",""GUEST_B1_BASE_BATH_EAST_lintel_0"",""GUEST_B1_BASE_BATH_EAST_lintel_0_cork_lining"",""GUEST_B1_BASE_BATH_EAST_open_leaf_0"",""GUEST_B1_BASE_BATH_EAST_pier_0"",""GUEST_B1_BASE_BATH_EAST_pier_0_cork_lining"",""GUEST_B1_BASE_BATH_EAST_pier_end"",""GUEST_B1_BASE_BATH_EAST_pier_end_cork_lining"",""GUEST_B1_BASE_BATH_WEST_pier_end"",""GUEST_B1_BASE_BATH_WEST_pier_end_cork_lining""]},{""object"":""GUEST_B1_BASE_BATH_EAST_pier_end_cork_lining"",""point_m"":[-1.8977999687194824,38.0489616394043,6.539999961853027],""normal"":[-1.0,0.0,0.0],""evaluated_face_index"":50,""evaluated_face_vertex_ids"":[2,8,37,29],""ray_origin_m"":[-2.3290400000000004,38.04896,6.539999961853027],""ray_direction"":[1,0,0],""ray_distance_m"":0.431240051984787,""selected_objects"":[""GUEST_B1_BASE_BATH_EAST_door_head_0"",""GUEST_B1_BASE_BATH_EAST_handle_0"",""GUEST_B1_BASE_BATH_EAST_jamb_0_a"",""GUEST_B1_BASE_BATH_EAST_jamb_0_b"",""GUEST_B1_BASE_BATH_EAST_lintel_0"",""GUEST_B1_BASE_BATH_EAST_lintel_0_cork_lining"",""GUEST_B1_BASE_BATH_EAST_open_leaf_0"",""GUEST_B1_BASE_BATH_EAST_pier_0"",""GUEST_B1_BASE_BATH_EAST_pier_0_cork_lining"",""GUEST_B1_BASE_BATH_EAST_pier_end"",""GUEST_B1_BASE_BATH_EAST_pier_end_cork_lining"",""GUEST_B1_BASE_BATH_WEST_pier_end"",""GUEST_B1_BASE_BATH_WEST_pier_end_cork_lining""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
GUEST_SERVICE_Y_CHAIN,HABS PA-5346-A sheet 1 original TIFF,50 ft 10.25 in,feet/inches,15.50035,NOT_RUN,0.0127,0.0127,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.07750175,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],NOT_RUN: Printed50′10¼ vertical witness line starts at an angled service-wall projection. Mapping that witness to a specific inner/outer finished vertex is unresolved. Full-scene presence alone does not establish source endpoint identity.
GUEST_POOL_OUTER_WIDTH,HABS PA-5346-A sheet 1 original TIFF,31 ft 6.625 in,feet/inches,9.617075,"Actual outer coping ring X extrema, matched to printed pool exterior horizontal chain.",0.0127,0.0127,,,9.617074966430664,-3.356933575560106e-08,"A label; C source-to-mesh correspondence, unless noted",PASS,PASS,0.048085375,False,GUEST,pool,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,"[{""object"":""GUEST_POOL_coping_17"",""axis"":""X"",""side"":""min"",""coordinate_m"":22.97930335998535,""point_m"":[22.97930335998535,33.53364181518555,9.034850120544434],""evaluated_vertex_ids"":[0,2,5,6],""representative_vertex_id"":0,""selected_objects"":[""GUEST_POOL_coping_00"",""GUEST_POOL_coping_01"",""GUEST_POOL_coping_02"",""GUEST_POOL_coping_03"",""GUEST_POOL_coping_04"",""GUEST_POOL_coping_05"",""GUEST_POOL_coping_06"",""GUEST_POOL_coping_07"",""GUEST_POOL_coping_08"",""GUEST_POOL_coping_09"",""GUEST_POOL_coping_10"",""GUEST_POOL_coping_11"",""GUEST_POOL_coping_12"",""GUEST_POOL_coping_17"",""GUEST_POOL_coping_18"",""GUEST_POOL_coping_19"",""GUEST_POOL_coping_20"",""GUEST_POOL_coping_21"",""GUEST_POOL_coping_22"",""GUEST_POOL_coping_23"",""GUEST_POOL_coping_24"",""GUEST_POOL_coping_25"",""GUEST_POOL_coping_26"",""GUEST_POOL_coping_27"",""GUEST_POOL_coping_28"",""GUEST_POOL_coping_29"",""GUEST_POOL_coping_30"",""GUEST_POOL_coping_31"",""GUEST_POOL_coping_32"",""GUEST_POOL_coping_33"",""GUEST_POOL_coping_34"",""GUEST_POOL_coping_35""]},{""object"":""GUEST_POOL_coping_00"",""axis"":""X"",""side"":""max"",""coordinate_m"":32.596378326416016,""point_m"":[32.596378326416016,36.39604187011719,9.034850120544434],""evaluated_vertex_ids"":[0,4],""representative_vertex_id"":0,""selected_objects"":[""GUEST_POOL_coping_00"",""GUEST_POOL_coping_01"",""GUEST_POOL_coping_02"",""GUEST_POOL_coping_03"",""GUEST_POOL_coping_04"",""GUEST_POOL_coping_05"",""GUEST_POOL_coping_06"",""GUEST_POOL_coping_07"",""GUEST_POOL_coping_08"",""GUEST_POOL_coping_09"",""GUEST_POOL_coping_10"",""GUEST_POOL_coping_11"",""GUEST_POOL_coping_12"",""GUEST_POOL_coping_17"",""GUEST_POOL_coping_18"",""GUEST_POOL_coping_19"",""GUEST_POOL_coping_20"",""GUEST_POOL_coping_21"",""GUEST_POOL_coping_22"",""GUEST_POOL_coping_23"",""GUEST_POOL_coping_24"",""GUEST_POOL_coping_25"",""GUEST_POOL_coping_26"",""GUEST_POOL_coping_27"",""GUEST_POOL_coping_28"",""GUEST_POOL_coping_29"",""GUEST_POOL_coping_30"",""GUEST_POOL_coping_31"",""GUEST_POOL_coping_32"",""GUEST_POOL_coping_33"",""GUEST_POOL_coping_34"",""GUEST_POOL_coping_35""]}]",Numeric mesh comparison only; see category coverage and source precision in audit report.
GUEST_THEATER_NORTH_RISE,HABS PA-5346-A sheet 1 original TIFF,14 ft 5.625 in,feet/inches,4.410075,NOT_RUN,0.0127,0.0127,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.022050375,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],NOT_RUN: Printed14′5⅝ north angled-wall projected rise lacks established inner/outer vertex identity in the current traced mesh. Do not substitute whole object boundingbox. Full-scene presence alone does not establish source endpoint identity.
GUEST_THEATER_EAST_SEGMENT,HABS PA-5346-A sheet 1 original TIFF,12 ft 8.75 in,feet/inches,3.87985,NOT_RUN,0.0127,0.0127,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.02,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"NOT_RUN: Printed12′8¾ is a partial east-wall interval terminating at a projection line; no named mesh vertex fixes that witness endpoint, so whole east-wall length is not equivalent. Full-scene presence alone does not establish source endpoint identity."
GUEST_SECOND_LEVEL,HABS PA-5346-A sheet4 original TIFF,7 ft 8.625 in,feet/inches,2.352675,NOT_RUN,0.00635,0.00635,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.02,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
GUEST_TOP_STONE,HABS PA-5346-A sheet4 original TIFF,14 ft 9.625 in,feet/inches,4.511675,NOT_RUN,0.00635,0.00635,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.022558375000000002,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
GUEST_PARAPET,HABS PA-5346-A sheet4 original TIFF,10 ft 9.75 in,feet/inches,3.29565,NOT_RUN,0.00635,0.00635,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.02,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
GUEST_CHIMNEY,HABS PA-5346-A sheet4 original TIFF,17 ft 2.75 in,feet/inches,5.25145,NOT_RUN,0.00635,0.00635,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.026257250000000003,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
GUEST_LOW_STONE,HABS PA-5346-A sheet4 original TIFF,6 ft 11.75 in,feet/inches,2.12725,NOT_RUN,0.00635,0.00635,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.02,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
GUEST_POOL_TOP,HABS PA-5346-A sheet4 original TIFF,2 ft 3.75 in,feet/inches,0.70485,NOT_RUN,0.00635,0.00635,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.02,False,GUEST,plan_span,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
GUEST_LAUNDRY_STAIR_CLEAR,HABS PA-5346-A sheet 1 original TIFF,2 ft 5 in,feet/inches,0.7366,NOT_RUN,,,,,,,"A label; C source-to-mesh correspondence, unless noted",NOT_RUN,NOT_RUN,0.02,False,GUEST,connections,1e7b17d9c2396513f005724e50788bf834097eedb401b91a7f1030825e2c4ed9,[],"Actual mesh selector failed: No mesh matches exact=['GUEST_L1_MAIN_FLOOR'], prefixes=None, pattern=None"
